,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content-en
0,fdc862d2-11c2-4f0e-8caf-2fb5619fc0db,İlayda Aycan,https://play-lh.googleusercontent.com/a/AAcHTtfC5vOl5-Z0HdBZ69QVDMxq8otypVYpxxIT-R89=mo,Gayet başarılı. Teşekkürler,5,0,84.1.90,2023-05-26 20:04:20,"Merhaba İlayda, güzel yorumun ve desteğin için teşekkürler, memnun kalmana çok sevindim. Umarım başarılı olmanda her zaman sana destek olmaya devam ederiz. İyi dersler diliyorum :)",2023-05-27 7:01:50,84.1.90,Quite successful. Thanks
1,80f1d937-f319-4e89-9138-7098ced6ef19,Arda Zengin,https://play-lh.googleusercontent.com/a-/AD_cMMTLcxuAfuCEUCErVFgpNgAqtHaQIbVvxBTuwaM9,Çok iyi uygulama sınavlarım bu uygulama sayesinde çok iyi geçiyor inşallah sizinde işinize yarar 🙏.,5,0,84.1.90,2023-05-25 13:36:16,"Merhaba Arda, başarına katkı sağladığımız için çok mutluyum.Sana eşlik etmeyi seviyoruz.Değerli vaktini ayırıp görüşlerini bizimle paylaştığın için teşekkür ederim.Uygulamanın sana maksimum fayda sağlaması dileğiyle.. :)",2023-05-25 13:40:41,84.1.90,"Very good application exams are very good thanks to this application, I hope you will benefit you."
2,c1aeb535-f405-419d-8bc7-8b624338caf4,Dünya Çadırcılık,https://play-lh.googleusercontent.com/a/AAcHTtf6RqDmjNGMJuM9I6pzcFTVkHMFkX36LccNOMp9=mo,Uygulama ücretli mi? Acil cevap,5,0,,2023-05-24 20:27:31,"Merhaba Dünya, uygulamamızı ücretsiz bir şekilde de kullanabilirsin. detaylı bilgi için bize 08508852314 nolu whatsapp destek hattımızdan dönüş yaparsan yardımcı olacağım :) dönüşünü bekliyorum..",2023-05-25 6:41:31,,Is the application paid? Urgent answer
3,86da19f1-dba9-4794-a696-259f99ede4ab,Elif Burnaz,https://play-lh.googleusercontent.com/a/AAcHTtfPrCuKqIgAsAItpVSYPn8RjQbvJfBaZhKJap2b=mo,Çok güzel,5,0,,2023-05-24 18:40:07,"Merhaba Elif, bunu duymayı seviyoruz :) desteklerin için teşekkür ederim.Uygulamanın sana maksimum fayda sağlaması dileklerimle.. :) iyi çalışmalar",2023-05-24 18:43:33,,Very good
4,a1489027-eb10-446f-b3f3-72d60319c746,HABİBE CANBALOĞLU,https://play-lh.googleusercontent.com/a/AAcHTtdXHua0ydHfhrOnqQ7qW5swJxHZ6OlyRIFc-kA2=mo,Ben çok beğendim tebrik ederim,5,0,84.1.90,2023-05-24 18:37:44,"Merhaba Habibe, her memnuniyet dönüşlerinde ayrı bir mutluluk ve heyecan yaşıyoruz :) Vaktini ayırıp görüşlerini bizimle paylaştığın için teşekkür ederim.Uygulamanın sana maksimum fayda sağlaması dileğiyle..Başarılar dilerim",2023-05-24 18:42:08,84.1.90,"I liked it very much, congratulations"
5,e25dd3d0-8920-4d9c-b6aa-bb3dc66c034a,Nagihan Merve Doğa,https://play-lh.googleusercontent.com/a/AAcHTtcB4YVetGCA0-UrW3vkvTjAJ_J9BZf-gmHYp9OP=mo,Algoritması çok güzel. Sistem müthiş ve düzenli 🔆 Bu kadar verimli başka bir uygulamaya rastlamadım.,5,1,84.1.90,2023-05-24 14:36:05,"Merhaba Nagihan, vaktini ayırıp bize destek olduğun için teşekkür ederim.Sana eşlik etmeyi seviyoruz.Umarım faydalı olmaya devam edebiliriz.Uygulamanın sana maksimum fayda sağlaması dileğiyle.. :) başarılar dilerim",2023-05-24 14:56:42,84.1.90,The algorithm is very nice. The system is terrific and regular 🔆 I haven't found any other application.
6,0dd9e736-6665-4edb-a476-058d8957df86,Bee Fun,https://play-lh.googleusercontent.com/a/AAcHTtdPTbwCXnHsEqEamY_KeFw9Hy1UCKsZ6o-S9WMvXw=mo,Türkiye eğitim sistemi için bulunmaz bir nimet. Çok ilgililer aynı zamanda herhangi bir konuda sorun yaşadığınız anda yardımcı oluyorlar. Uygulamanın kattığı faydadan bahsetmiyorum bile❤️,5,0,,2023-05-24 8:19:22,"Merhaba, bunu duymayı seviyoruz.Pozitif yorumun sayesinde güzel bir gün geçiriyorum diyebilirim. Pakodemy uygulaması kullanıcılarımızın her zaman yanındadır :) Umarım sana faydalı olmaya devam edebiliriz. Uygulamanın sana maksimum fayda sağlaması dileğiyle.. :) Başarılar dilerim",2023-05-24 8:42:04,,A blessing for the education system of Türkiye. Very interested people also help as soon as you have problems. I'm not even talking about the benefit of the application❤️
7,1ee4f339-fc60-4edd-a85d-dd33fc33aaec,Angelic Fairy,https://play-lh.googleusercontent.com/a/AAcHTtfo0Y8jMGRTTqjqtvnsF94NCo3_MEbgQ__QWfqN=mo,İyi de beğendiğimiz sorulara tekrar bakabilmek daha iyi olur,5,0,84.1.90,2023-05-23 19:31:20,"Merhaba, yorumun için çok teşekkürler.Soru ekranındaki kalp ikonuna tıklayarak soruyu favorilerine ekleyebilirsin. Uygulamada Dersler bölümünde sağ üst köşedeki filtre ikonuna tıklayıp Favoriler, Yanlışlar, Boşlar, Doğrular şeklinde filtreleyerek ulaşılabilirsin.Yardımcı olmamı istersen 08508852314 WhatsApp Kullancı Destek Hattımızdan ulaşabilirsin",2023-05-23 19:39:26,84.1.90,"Well, it would be better to look at the questions we like again"
8,20d664b5-bf3c-4629-af62-7740ac5f8fb0,Mehmet,https://play-lh.googleusercontent.com/a/AAcHTtcKxVY6VO4X8D2GKl961lO_YAHoxHpnQ372JWHs=mo,Soru kapasitesi ve yayın çeşidi sayısı güzel fakat kaliteli yayınlardan iki üç tane daha olsa daha güzel olur dışarıdan kaynak almaya bile gerek kalmaz.Herkese öneririm gerçekten kaliteli bir uygulama.,5,0,84.1.90,2023-05-23 8:38:14,"Merhaba Mehmet, uygulamamızı senin için geliştirirken düşüncelerine her zaman çok önem veriyoruz. Pozitif yorumlarını ve önerilerini zaman ayırıp paylaştığın için teşekkür ederim. Uygulamamızı sürekli güncel tutuyoruz, yayınevleriyle anlaşmalarımız devam ediyor. İyi dersler, başarılar dilerim :)",2023-05-23 8:39:27,84.1.90,"Question capacity and the number of broadcasts are beautiful, but it would be better if two or three more of the quality publications do not even need to buy sources from outside. I recommend it to everyone."
9,9e364421-7a2b-4fe3-9943-5d93ad0eece2,Büşra B,https://play-lh.googleusercontent.com/a/AAcHTtd0bq8JAhiPtR24jreziJwoHPgCyEl_MGm3qn8j=mo,Uygulama cok guzel bayildim,5,0,84.1.90,2023-05-22 14:56:14,"Merhaba Büşra, bunu duymayı seviyoruz.Pozitif yorumun günümü güzelleştirdi diyebilirim.Memnuniyet dönüşleri bizi her zaman heyecanlandırıyor.Değerli vaktini ayırıp düşüncelerini bizimle paylaştığın için teşekkür ederim.Uygulamanın sana maksimum fayda sağlaması dileğiyle.. :) başarılar dilerim",2023-05-22 14:59:04,84.1.90,"The application is very nice, I love it"
